1,T3_CalCurve_2e0,5,5,2,0,1028,20000,19162,396,0,17267,1499
1,T3_CalCurve_2e1,5,4,2,0,1993,20000,19035,972,0,16286,1777
1,T3_CalCurve_2e2,5,2,5,0,3502,20000,19081,1661,0,16133,1287
1,T3_CalCurve_2e4,4,3,5,0,12549,20000,19091,2786,0,14258,2047
1,T3_CalCurve_2e6,4,2,5,0,45358,20000,19411,5201,0,12572,1638
1,T3_CalCurve_2e3,5,4,5,0,6372,20000,19096,2092,0,15616,1388
1,T3_CalCurve_2e5,4,2,5,0,24103,20000,19245,3576,0,13761,1908
1,T9_CalCurve_2e0,4,4,3,1,1937,20000,19552,3001,9223,5292,2036
2,T9_CalCurve_2e0,4,4,3,2,1937,20000,19552,3001,9223,5292,2036
1,T9_CalCurve_2e1,4,2,3,1,3081,20000,19472,4070,8266,5032,2104
2,T9_CalCurve_2e1,4,2,3,3,3081,20000,19472,4070,8266,5032,2104
1,T9_CalCurve_2e2,4,2,3,1,4857,20000,19514,6162,7136,4002,2214
2,T9_CalCurve_2e2,4,2,3,3,4857,20000,19514,6162,7136,4002,2214
1,T9_CalCurve_2e3,4,4,3,1,10147,20000,19423,5912,6584,4778,2149
2,T9_CalCurve_2e3,4,4,3,2,10147,20000,19423,5912,6584,4778,2149
1,T9_CalCurve_2e4,4,4,3,2,20277,20000,19439,7002,6467,3919,2051
2,T9_CalCurve_2e4,4,4,3,3,20277,20000,19439,7002,6467,3919,2051
1,T9_CalCurve_2e5,4,1,3,1,36559,20000,19450,8292,5415,3843,1900
2,T9_CalCurve_2e5,4,1,3,3,36559,20000,19450,8292,5415,3843,1900
"1","T9_CalCurve_2e6",4,1,3,2,"50000",17019,16792,9368,3355,2762,1307
"2","T9_CalCurve_2e6",4,4,3,3,"50000",17019,16792,9368,3355,2762,1307
"1","mix_x2_T3_0.2_T9_0.8",5,4,2,1,"1548",20000,19530,1485,5765,9892,2388
"1","mix_x2_T3_0.4_T9_0.6",4,2,2,2,"1300",20000,19560,1682,3729,11616,2533
"1","mix_x2_T3_0.6_T9_0.4",4,2,2,2,"1221",20000,19546,1319,2280,13397,2550
"1","mix_x2_T3_0.8_T9_0.2",5,4,3,2,"1167",20000,19393,1150,913,15551,1779
"1","mix_x2_T3_0_T9_1",4,1,3,1,"1849",20000,19590,3463,9123,5023,1981
"2","mix_x2_T3_0_T9_1",4,1,3,3,"1849",20000,19590,3463,9123,5023,1981
"1","mix_x2_T3_1_T9_0",5,5,5,0,"1293",20000,19143,620,0,17242,1281
"1","mix_x10_T3_0.2_T9_0.8",4,2,2,1,"6907",20000,19287,4147,4553,8331,2256
"1","mix_x10_T3_0.4_T9_0.6",4,4,2,2,"5777",20000,19337,3143,3015,10678,2501
"1","mix_x10_T3_0.6_T9_0.4",4,3,2,2,"5380",20000,19234,2558,1700,12402,2574
"1","mix_x10_T3_0.8_T9_0.2",3,1,3,3,"5076",20000,19307,1968,467,14321,2551
"1","mix_x10_T3_0_T9_1",4,1,3,1,"7635",20000,19451,5378,7284,4767,2022
"2","mix_x10_T3_0_T9_1",4,1,3,2,"7635",20000,19451,5378,7284,4767,2022
"1","mix_x10_T3_1_T9_0",3,2,2,0,"4505",20000,19151,1581,0,15220,2350
